Timestamp,Age,Gender,Country,state,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
2014-08-27 14:38:49,29,male,united states,wa,no,no,sometimes,26-100,no,yes,yes,yes,yes,yes,yes,very easy,no,no,some of them,yes,no,maybe,yes,no,i think a lot of our policy is based on a situation that occurred in the past 5 years. a very public mental illness happened with a coworker that unfortunately ended negatively. it was definitely a catalyst to talking about our options but the overall sentiment of it being ok to take time off talk with your supervisors etc. has always been there. it's a great company.
2014-08-27 14:38:54,35,male,united states,mi,no,no,sometimes,26-100,no,no,don't know,not sure,no,don't know,don't know,don't know,no,no,yes,yes,no,no,no,no,i think a lot of our policy is based on a situation that occurred in the past 5 years. a very public mental illness happened with a coworker that unfortunately ended negatively. it was definitely a catalyst to talking about our options but the overall sentiment of it being ok to take time off talk with your supervisors etc. has always been there. it's a great company.
2014-08-27 14:39:07,33,f,united states,wa,no,yes,sometimes,26-100,yes,yes,no,yes,no,no,don't know,very difficult,yes,maybe,some of them,some of them,no,maybe,no,no,i think a lot of our policy is based on a situation that occurred in the past 5 years. a very public mental illness happened with a coworker that unfortunately ended negatively. it was definitely a catalyst to talking about our options but the overall sentiment of it being ok to take time off talk with your supervisors etc. has always been there. it's a great company.
2014-08-27 14:39:20,27,male,united states,ca,no,no,sometimes,more than 1000,no,yes,don't know,not sure,don't know,don't know,don't know,very easy,yes,no,no,no,no,maybe,no,no,regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as i don't *need* to inform my co-workers my mental health issues do not need to be public knowledge.
2014-08-27 14:41:09,36,male,united states,ia,no,no,sometimes,more than 1000,no,yes,don't know,not sure,don't know,don't know,don't know,don't know,maybe,no,some of them,some of them,no,no,don't know,no,regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as i don't *need* to inform my co-workers my mental health issues do not need to be public knowledge.
2014-08-27 14:41:16,33,male,united kingdom,ia,no,no,rarely,1-5,yes,yes,don't know,no,no,no,don't know,don't know,yes,maybe,no,no,no,maybe,no,no,regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as i don't *need* to inform my co-workers my mental health issues do not need to be public knowledge.
2014-08-27 14:44:29,25,f,united states,wa,no,yes,sometimes,26-100,no,yes,yes,yes,no,no,yes,don't know,no,no,some of them,yes,no,no,don't know,no,regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as i don't *need* to inform my co-workers my mental health issues do not need to be public knowledge.
2014-08-27 14:45:12,23,male,united states,al,no,yes,sometimes,100-500,no,no,don't know,no,no,no,don't know,don't know,no,no,yes,yes,maybe,yes,don't know,no,you may want to throw out my entry.i answered all of these questions with the assumption that attention deficit disorder is considered a mental illness and with add in mind.
2014-08-27 14:45:45,54,m,united states,ca,no,yes,never,more than 1000,no,yes,don't know,no,yes,yes,don't know,don't know,no,no,no,yes,no,no,don't know,no,you may want to throw out my entry.i answered all of these questions with the assumption that attention deficit disorder is considered a mental illness and with add in mind.
2014-08-27 14:47:10,22,male,united states,ca,no,no,sometimes,more than 1000,no,yes,don't know,no,don't know,don't know,don't know,don't know,maybe,no,some of them,no,no,maybe,don't know,no,you may want to throw out my entry.i answered all of these questions with the assumption that attention deficit disorder is considered a mental illness and with add in mind.
2014-08-27 14:47:28,25,non-binary,united states,ca,no,yes,sometimes,more than 1000,no,yes,yes,yes,don't know,don't know,don't know,don't know,maybe,no,some of them,some of them,no,no,yes,no,you may want to throw out my entry.i answered all of these questions with the assumption that attention deficit disorder is considered a mental illness and with add in mind.
2014-08-27 14:49:08,29,male,belgium,ca,no,no,often,6-25,no,no,don't know,no,no,no,don't know,don't know,maybe,no,yes,yes,maybe,maybe,don't know,no,in belgium we have all medical care so perhaps some question are not relevant
2014-08-27 14:49:30,27,male,united states,ma,no,no,sometimes,more than 1000,no,yes,yes,yes,yes,yes,yes,don't know,no,no,no,no,no,yes,yes,no,in belgium we have all medical care so perhaps some question are not relevant
2014-08-27 14:51:29,30,male,united kingdom,ma,no,no,never,6-25,no,yes,no,no,no,don't know,don't know,very easy,no,no,some of them,yes,no,maybe,yes,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 14:52:44,26,male,united states,ca,no,yes,often,more than 1000,no,yes,yes,not sure,don't know,yes,don't know,don't know,maybe,no,some of them,no,no,no,don't know,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 14:52:53,25,female,sweden,ca,no,yes,sometimes,6-25,no,yes,yes,yes,yes,no,don't know,somewhat easy,no,no,some of them,yes,no,no,no,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 14:53:11,31,male,united states,ca,no,no,sometimes,500-1000,no,no,no,yes,no,don't know,yes,don't know,no,no,some of them,no,no,no,no,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 14:54:23,33,m,united states,in,no,yes,sometimes,26-100,no,yes,don't know,not sure,no,no,don't know,don't know,maybe,no,some of them,some of them,no,no,don't know,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 14:54:56,34,m,united states,wa,no,yes,sometimes,more than 1000,no,yes,yes,yes,don't know,yes,yes,don't know,maybe,maybe,no,no,no,no,don't know,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 14:57:46,34,male,united states,wa,no,no,sometimes,100-500,yes,yes,no,no,no,no,don't know,somewhat easy,yes,yes,some of them,some of them,no,maybe,don't know,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 14:58:01,29,m,united states,in,yes,no,sometimes,1-5,yes,yes,no,yes,no,no,yes,very easy,no,no,yes,yes,maybe,maybe,yes,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 14:59:59,33,femake,united states,wa,no,no,sometimes,6-25,no,yes,no,no,no,no,don't know,somewhat difficult,maybe,no,some of them,some of them,no,no,don't know,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:03:56,34,male,germany,wa,yes,yes,rarely,26-100,yes,yes,no,no,no,don't know,don't know,somewhat difficult,no,no,yes,yes,no,maybe,yes,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:04:41,26,male,united states,ok,yes,yes,rarely,100-500,yes,no,no,no,no,don't know,no,don't know,maybe,no,some of them,yes,no,yes,no,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:05:00,32,male,united states,mi,no,yes,rarely,more than 1000,no,no,yes,yes,yes,yes,yes,don't know,no,no,some of them,yes,no,yes,yes,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:05:21,329,male,united states,oh,no,no,often,6-25,yes,yes,yes,yes,no,no,don't know,don't know,maybe,no,some of them,no,no,no,no,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:09:58,28,male,united states,ga,no,yes,sometimes,more than 1000,no,yes,don't know,not sure,no,don't know,don't know,somewhat difficult,maybe,maybe,no,no,no,no,no,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:11:30,35,male,united states,ca,no,yes,sometimes,more than 1000,no,yes,yes,no,yes,yes,yes,very easy,no,no,some of them,yes,no,no,don't know,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:13:33,36,male,united states,ca,no,yes,often,100-500,no,yes,no,yes,no,no,yes,very easy,no,no,some of them,some of them,no,no,don't know,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:14:50,21,male,united states,in,no,yes,rarely,100-500,no,yes,yes,no,no,don't know,yes,don't know,no,no,yes,yes,maybe,maybe,don't know,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:15:29,21,male,united kingdom,in,no,no,sometimes,6-25,no,no,don't know,not sure,no,no,no,very easy,yes,no,some of them,no,no,maybe,no,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:15:42,22,f,united states,wa,no,no,sometimes,more than 1000,no,yes,yes,no,yes,yes,yes,somewhat easy,no,no,no,some of them,no,no,yes,no,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:20:53,41,m,united states,wa,no,yes,often,more than 1000,no,yes,yes,no,yes,yes,don't know,somewhat difficult,maybe,no,yes,some of them,no,maybe,no,yes,a co-worker recently had mental health issues and my employer was very reasonable with them i don't know the full story but i do know that he was given ample time off and eased back in to the work place.
2014-08-27 15:21:59,55,m,united states,pa,no,yes,rarely,more than 1000,no,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,no,no,yes,no,my refer to the mental health issue of depression.  i might answer differently if i was talking about a more serious issue like schizophrenia
2014-08-27 15:22:20,32,f,united states,wa,no,no,sometimes,26-100,no,yes,yes,yes,yes,yes,yes,somewhat easy,maybe,no,some of them,yes,no,maybe,yes,no,my employer does what they can providing a wellness program and pointing it out after particularly stressful times. but the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. my current lack of active treatment is due to insurance friction more than workplace friction.
2014-08-27 15:22:26,21,f,united states,ca,no,yes,rarely,26-100,no,yes,don't know,not sure,don't know,no,don't know,somewhat easy,yes,no,some of them,no,no,yes,don't know,no,my employer does what they can providing a wellness program and pointing it out after particularly stressful times. but the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. my current lack of active treatment is due to insurance friction more than workplace friction.
2014-08-27 15:22:43,45,m,united states,ma,no,no,never,26-100,yes,yes,yes,yes,don't know,don't know,don't know,don't know,maybe,no,no,some of them,no,maybe,don't know,no,my employer does what they can providing a wellness program and pointing it out after particularly stressful times. but the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. my current lack of active treatment is due to insurance friction more than workplace friction.
2014-08-27 15:22:45,27,female,united states,wa,no,no,rarely,more than 1000,no,yes,yes,yes,no,no,yes,don't know,yes,maybe,no,no,no,no,no,no,my employer does what they can providing a wellness program and pointing it out after particularly stressful times. but the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. my current lack of active treatment is due to insurance friction more than workplace friction.
2014-08-27 15:22:50,25,female,united states,wa,no,yes,sometimes,26-100,yes,yes,don't know,no,no,no,don't know,don't know,maybe,no,some of them,yes,no,no,yes,no,my employer does what they can providing a wellness program and pointing it out after particularly stressful times. but the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. my current lack of active treatment is due to insurance friction more than workplace friction.
2014-08-27 15:22:52,34,woman,united states,ny,no,yes,rarely,more than 1000,no,no,yes,yes,yes,yes,yes,very difficult,maybe,maybe,some of them,some of them,no,no,yes,no,i work for a university.
2014-08-27 15:23:06,26,f,united states,ca,no,yes,never,more than 1000,no,yes,yes,yes,no,yes,yes,don't know,maybe,no,no,no,no,no,don't know,no,i work for a university.
2014-08-27 15:23:07,41,male,canada,ca,no,no,never,500-1000,no,yes,yes,not sure,no,don't know,don't know,somewhat easy,no,no,some of them,some of them,no,no,don't know,no,i work for a university.
2014-08-27 15:23:19,27,male,united states,ca,no,no,rarely,more than 1000,no,yes,yes,no,yes,yes,yes,don't know,no,no,some of them,yes,no,maybe,yes,no,i work for a university.
2014-08-27 15:23:30,31,make,united states,in,no,yes,sometimes,26-100,yes,yes,yes,no,no,no,don't know,don't know,no,no,yes,yes,no,no,don't know,no,i work for a university.
2014-08-27 15:23:33,25,male,germany,in,no,yes,often,26-100,yes,yes,no,no,no,no,yes,somewhat easy,no,no,yes,yes,no,yes,no,no,i work for a university.
2014-08-27 15:23:51,26,m,united states,nv,no,no,sometimes,6-25,no,yes,don't know,no,no,no,don't know,don't know,yes,yes,some of them,no,no,no,no,no,i work for a university.
2014-08-27 15:23:51,27,female,united states,co,no,yes,rarely,more than 1000,yes,yes,yes,yes,no,don't know,don't know,don't know,maybe,maybe,no,yes,no,no,don't know,no,i work for a university.
2014-08-27 15:23:54,42,male,new zealand,co,no,no,never,500-1000,no,yes,don't know,not sure,no,no,don't know,don't know,no,no,some of them,yes,maybe,maybe,don't know,no,i work for a university.
2014-08-27 15:24:22,29,nah,united states,ca,yes,yes,sometimes,1-5,yes,yes,yes,yes,no,no,don't know,very difficult,yes,no,some of them,no,no,maybe,no,no,i work for a university.
2014-08-27 15:24:27,25,female,united states,ca,no,no,sometimes,6-25,no,yes,don't know,not sure,no,no,don't know,somewhat difficult,yes,no,some of them,no,no,maybe,don't know,no,i work for a university.
2014-08-27 15:24:28,33,female,sweden,ca,no,yes,rarely,more than 1000,no,yes,yes,yes,no,yes,yes,don't know,maybe,no,some of them,no,no,yes,don't know,no,i work for a university.
2014-08-27 15:24:47,99999999999,all,zimbabwe,ca,yes,yes,often,1-5,no,yes,no,yes,no,no,no,very difficult,yes,yes,no,no,yes,no,no,yes,i work for a university.
2014-08-27 15:24:47,40,female,united states,pa,no,yes,rarely,more than 1000,no,no,yes,no,don't know,don't know,don't know,somewhat easy,maybe,maybe,no,no,no,no,don't know,no,i work for a university.
2014-08-27 15:24:49,31,male,united states,sc,no,no,never,more than 1000,no,yes,don't know,no,no,don't know,don't know,somewhat easy,yes,no,some of them,no,no,no,don't know,no,i work for a university.
2014-08-27 15:24:55,26,male,canada,sc,no,yes,often,26-100,yes,yes,don't know,no,don't know,don't know,don't know,very easy,no,no,yes,yes,no,no,yes,no,i work for a university.
2014-08-27 15:24:56,24,female,united states,tx,no,yes,often,500-1000,no,no,no,no,no,no,no,very difficult,yes,maybe,no,no,no,maybe,no,yes,i work for a university.
2014-08-27 15:25:03,29,male,united states,tx,no,no,never,more than 1000,no,no,yes,not sure,no,don't know,don't know,don't know,maybe,no,some of them,some of them,no,no,don't know,no,i work for a university.
2014-08-27 15:25:09,48,m,united kingdom,tx,no,no,never,26-100,no,yes,don't know,no,no,no,don't know,don't know,maybe,maybe,no,no,no,no,no,no,i work for a university.
2014-08-27 15:25:16,35,male,united kingdom,tx,no,no,sometimes,6-25,no,yes,no,no,no,no,don't know,very difficult,maybe,maybe,some of them,yes,no,maybe,no,yes,i work for a university.
2014-08-27 15:25:41,32,female,united states,al,no,no,never,100-500,no,yes,don't know,not sure,no,no,don't know,don't know,maybe,no,no,some of them,no,maybe,don't know,no,i work for a university.
2014-08-27 15:25:47,29,male,canada,al,no,no,sometimes,100-500,no,yes,don't know,not sure,don't know,don't know,yes,somewhat easy,maybe,no,some of them,some of them,no,maybe,yes,no,being in canada there are several health options that are available to canadian citizens/perm residents for free so employers may not provide resources because they are available elsewhere. otherwise good quiz. i hope this benefits everyone who's dealt with mental health issues in the past!
2014-08-27 15:26:05,26,male,united states,or,no,yes,often,6-25,no,yes,yes,yes,no,no,don't know,somewhat difficult,maybe,no,some of them,yes,no,no,no,no,being in canada there are several health options that are available to canadian citizens/perm residents for free so employers may not provide resources because they are available elsewhere. otherwise good quiz. i hope this benefits everyone who's dealt with mental health issues in the past!
2014-08-27 15:26:37,28,male,united states,nj,no,yes,sometimes,26-100,no,yes,yes,yes,no,no,don't know,don't know,maybe,no,some of them,no,no,maybe,no,no,being in canada there are several health options that are available to canadian citizens/perm residents for free so employers may not provide resources because they are available elsewhere. otherwise good quiz. i hope this benefits everyone who's dealt with mental health issues in the past!
2014-08-27 15:26:40,23,male,united states,ca,no,no,sometimes,more than 1000,no,yes,don't know,no,no,don't know,don't know,don't know,no,no,some of them,yes,no,maybe,no,no,being in canada there are several health options that are available to canadian citizens/perm residents for free so employers may not provide resources because they are available elsewhere. otherwise good quiz. i hope this benefits everyone who's dealt with mental health issues in the past!
2014-08-27 15:26:57,35,m,united states,ca,no,yes,sometimes,100-500,no,yes,yes,yes,no,no,don't know,very difficult,maybe,maybe,some of them,some of them,no,maybe,no,yes,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:27:25,29,male,germany,ca,no,yes,sometimes,26-100,no,yes,don't know,no,no,no,don't know,very easy,maybe,no,some of them,some of them,maybe,maybe,don't know,no,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:27:31,26,male,united states,ca,no,yes,sometimes,6-25,no,yes,yes,yes,no,yes,yes,very easy,no,no,some of them,yes,maybe,maybe,no,no,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:27:38,33,male,united states,nh,no,yes,never,26-100,yes,yes,yes,yes,yes,yes,don't know,don't know,yes,maybe,yes,some of them,no,no,yes,no,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:27:39,33,male,united states,ca,no,no,never,more than 1000,yes,yes,don't know,no,don't know,don't know,don't know,don't know,yes,no,some of them,no,no,maybe,yes,no,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:28:34,22,male,brazil,ca,yes,no,never,6-25,yes,yes,don't know,no,no,no,don't know,somewhat easy,no,no,yes,yes,maybe,no,don't know,no,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:28:50,30,female,spain,ca,no,yes,never,500-1000,no,yes,no,no,no,no,don't know,don't know,yes,maybe,no,no,no,no,don't know,no,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:29:03,33,male,united states,oh,no,yes,often,more than 1000,yes,yes,yes,yes,no,no,don't know,somewhat easy,yes,no,no,no,no,no,no,no,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:29:07,31,female,united states,oh,no,yes,rarely,more than 1000,no,no,don't know,not sure,no,don't know,don't know,very difficult,yes,maybe,no,no,no,maybe,no,no,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:29:23,21,male,united states,ma,no,yes,never,more than 1000,no,yes,don't know,not sure,don't know,don't know,don't know,don't know,no,no,some of them,some of them,no,maybe,don't know,yes,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:30:51,31,enby,united kingdom,ma,no,yes,sometimes,more than 1000,no,yes,don't know,no,no,no,don't know,don't know,yes,maybe,no,no,no,yes,yes,no,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:31:10,26,f,united states,ok,no,no,sometimes,100-500,yes,yes,don't know,not sure,don't know,don't know,don't know,somewhat difficult,no,no,some of them,some of them,no,no,yes,no,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:31:18,30,male,united states,ca,no,yes,often,6-25,no,yes,don't know,no,no,don't know,don't know,somewhat easy,maybe,no,some of them,yes,no,no,don't know,no,i'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. competent people who act a little funny can be hard to hire.
2014-08-27 15:31:20,30,fluid,germany,ca,no,yes,sometimes,100-500,no,yes,don't know,not sure,no,no,don't know,somewhat difficult,no,no,yes,yes,maybe,maybe,no,no,in germany your employer doesn't really provide mental health benefits. there's a standard and i get that but i would get the same at any other company in germany.
2014-08-27 15:31:31,23,male,india,ca,no,no,sometimes,6-25,no,yes,no,no,no,no,don't know,don't know,no,no,some of them,yes,maybe,maybe,no,no,in germany your employer doesn't really provide mental health benefits. there's a standard and i get that but i would get the same at any other company in germany.
2014-08-27 15:31:38,34,male,finland,ca,no,no,never,6-25,no,yes,no,no,no,no,don't know,somewhat easy,no,no,yes,yes,no,maybe,don't know,no,in germany your employer doesn't really provide mental health benefits. there's a standard and i get that but i would get the same at any other company in germany.
2014-08-27 15:31:40,55,m,united states,id,no,yes,sometimes,1-5,yes,yes,no,yes,no,don't know,don't know,don't know,yes,maybe,no,no,no,no,no,yes,in germany your employer doesn't really provide mental health benefits. there's a standard and i get that but i would get the same at any other company in germany.
2014-08-27 15:32:09,28,male,germany,id,no,yes,rarely,1-5,yes,yes,yes,no,no,no,yes,very easy,no,no,yes,yes,no,no,yes,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:32:19,26,m,uruguay,id,no,no,rarely,26-100,yes,yes,don't know,no,don't know,no,don't know,don't know,no,no,some of them,no,no,yes,don't know,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:32:43,28,male,new zealand,id,no,yes,sometimes,6-25,yes,yes,yes,yes,yes,no,don't know,very easy,no,no,yes,yes,yes,yes,yes,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:34:23,32,male,united kingdom,id,no,yes,sometimes,6-25,no,yes,no,no,no,don't know,don't know,somewhat easy,no,no,some of them,yes,no,no,don't know,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:34:31,28,female,united states,ny,no,no,rarely,more than 1000,no,no,yes,yes,no,don't know,don't know,don't know,maybe,no,no,no,no,no,don't know,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:34:32,21,m,united states,ca,no,no,sometimes,6-25,no,no,don't know,not sure,no,yes,yes,don't know,no,no,some of them,some of them,maybe,maybe,yes,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:35:21,24,male,united states,tx,no,yes,sometimes,100-500,no,yes,no,yes,no,no,don't know,somewhat difficult,yes,no,some of them,some of them,no,maybe,no,yes,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:35:37,26,female,united states,md,no,no,sometimes,more than 1000,no,no,yes,not sure,yes,don't know,don't know,don't know,maybe,no,some of them,no,no,no,don't know,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:35:50,23,male,united states,in,no,no,sometimes,more than 1000,no,no,yes,no,no,no,don't know,don't know,no,no,yes,no,no,yes,don't know,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:36:13,24,female,united states,or,no,no,sometimes,more than 1000,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,some of them,some of them,yes,yes,yes,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:36:41,28,male,canada,or,yes,no,never,100-500,yes,yes,don't know,no,no,no,don't know,somewhat easy,maybe,no,some of them,yes,no,no,yes,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:38:07,24,f,united states,ny,no,yes,rarely,6-25,no,yes,no,no,no,no,don't know,very easy,yes,no,no,some of them,no,yes,yes,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:38:27,33,male,united states,ms,yes,no,often,1-5,yes,yes,no,no,no,no,yes,somewhat easy,yes,maybe,some of them,some of them,yes,yes,don't know,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:38:31,34,male,united states,nj,no,no,sometimes,26-100,no,yes,don't know,no,no,no,don't know,don't know,maybe,no,yes,yes,no,maybe,don't know,no,fwiw i am a co founder of this company and the would you x in an interview questions shouldn't reflect how i would treat anyone addressing their own phys/mental health issue to me in such a situation.
2014-08-27 15:38:32,27,female,united states,ca,no,no,sometimes,26-100,no,yes,don't know,not sure,no,no,don't know,somewhat difficult,maybe,maybe,some of them,some of them,no,no,don't know,no,i talked to a psychiatrist once about taking medical leave for mental health issues with his referral. he was willing to help but warned me that i may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). i've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.
2014-08-27 15:38:37,28,male,united states,tn,no,no,never,6-25,no,yes,don't know,no,no,don't know,don't know,don't know,no,no,some of them,yes,no,no,don't know,no,i talked to a psychiatrist once about taking medical leave for mental health issues with his referral. he was willing to help but warned me that i may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). i've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.
2014-08-27 15:39:31,26,male,united states,wa,no,no,never,more than 1000,no,yes,don't know,not sure,don't know,don't know,don't know,don't know,no,no,some of them,yes,no,no,don't know,yes,i talked to a psychiatrist once about taking medical leave for mental health issues with his referral. he was willing to help but warned me that i may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). i've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.
2014-08-27 15:40:03,20,male,australia,wa,no,no,never,100-500,yes,yes,don't know,not sure,don't know,don't know,yes,very easy,no,no,some of them,yes,no,no,don't know,no,i talked to a psychiatrist once about taking medical leave for mental health issues with his referral. he was willing to help but warned me that i may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). i've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.
2014-08-27 15:43:17,23,female,united states,ma,no,no,sometimes,26-100,no,yes,yes,yes,no,don't know,don't know,don't know,maybe,no,some of them,no,no,maybe,don't know,no,i talked to a psychiatrist once about taking medical leave for mental health issues with his referral. he was willing to help but warned me that i may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). i've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.
